datetime,y,client,close,price_am,price_pm,is_train,price,y_lag_365,price_am_lag_1,price_am_lag_7,price_am_lag_365,price_pm_lag_1,price_pm_lag_7,price_pm_lag_365,price_am_moving_avg_7,price_am_moving_avg_30,price_pm_moving_avg_7,price_pm_moving_avg_30
2011-04-01,48,0,0,4.0,2.0,1,3.0,,4.0,4.0,,4.0,5.0,,4.0,2.4,3.142857142857143,1.9666666666666666
2011-04-02,29,0,0,5.0,4.0,1,4.5,,4.0,5.0,,2.0,5.0,,4.0,2.566666666666667,3.0,2.1
2011-04-03,28,0,0,3.0,3.0,1,3.0,,5.0,5.0,,4.0,4.0,,3.7142857142857144,2.6333333333333333,2.857142857142857,2.1666666666666665
2011-04-04,23,0,0,2.0,1.0,1,1.5,,3.0,3.0,,3.0,2.0,,3.5714285714285716,2.6333333333333333,2.7142857142857144,2.1666666666666665
2011-04-05,25,0,0,1.0,1.0,1,1.0,,2.0,3.0,,1.0,2.0,,3.2857142857142856,2.6333333333333333,2.5714285714285716,2.1666666666666665
2011-04-06,31,0,0,0.0,0.0,1,0.0,,1.0,4.0,,1.0,3.0,,2.7142857142857144,2.6333333333333333,2.142857142857143,2.1666666666666665
2011-04-07,28,0,0,0.0,0.0,1,0.0,,0.0,4.0,,0.0,4.0,,2.142857142857143,2.6333333333333333,1.5714285714285714,2.1666666666666665
2011-04-08,37,0,0,0.0,0.0,1,0.0,,0.0,4.0,,0.0,2.0,,1.5714285714285714,2.6333333333333333,1.2857142857142858,2.1666666666666665
2011-04-09,39,0,0,3.0,2.0,1,2.5,,0.0,5.0,,0.0,4.0,,1.2857142857142858,2.7333333333333334,1.0,2.2333333333333334
2011-04-10,29,0,0,2.0,1.0,1,1.5,,3.0,3.0,,2.0,3.0,,1.1428571428571428,2.8,0.7142857142857143,2.2666666666666666
2011-04-11,14,0,0,0.0,0.0,1,0.0,,2.0,2.0,,1.0,1.0,,0.8571428571428571,2.7333333333333334,0.5714285714285714,2.2
2011-04-12,13,0,0,0.0,0.0,1,0.0,,0.0,1.0,,0.0,1.0,,0.7142857142857143,2.6666666666666665,0.42857142857142855,2.1666666666666665
2011-04-13,10,0,0,0.0,0.0,1,0.0,,0.0,0.0,,0.0,0.0,,0.7142857142857143,2.6333333333333333,0.42857142857142855,2.1333333333333333
2011-04-14,16,0,0,0.0,0.0,1,0.0,,0.0,0.0,,0.0,0.0,,0.7142857142857143,2.6,0.42857142857142855,2.1
2011-04-15,32,0,0,0.0,0.0,1,0.0,,0.0,0.0,,0.0,0.0,,0.7142857142857143,2.533333333333333,0.42857142857142855,2.033333333333333
2011-04-16,25,0,0,2.0,2.0,1,2.0,,0.0,3.0,,0.0,2.0,,0.5714285714285714,2.533333333333333,0.42857142857142855,2.033333333333333
2011-04-17,24,0,0,2.0,1.0,1,1.5,,2.0,2.0,,2.0,1.0,,0.5714285714285714,2.533333333333333,0.42857142857142855,2.0
2011-04-18,16,0,0,0.0,0.0,1,0.0,,2.0,0.0,,1.0,0.0,,0.5714285714285714,2.433333333333333,0.42857142857142855,1.9
2011-04-19,16,0,0,0.0,0.0,1,0.0,,0.0,0.0,,0.0,0.0,,0.5714285714285714,2.2666666666666666,0.42857142857142855,1.8
2011-04-20,11,0,0,0.0,0.0,1,0.0,,0.0,0.0,,0.0,0.0,,0.5714285714285714,2.1666666666666665,0.42857142857142855,1.7333333333333334
2011-04-21,7,0,0,0.0,0.0,1,0.0,,0.0,0.0,,0.0,0.0,,0.5714285714285714,2.066666666666667,0.42857142857142855,1.6333333333333333
2011-04-22,25,0,0,1.0,1.0,1,1.0,,0.0,0.0,,0.0,0.0,,0.7142857142857143,1.9333333333333333,0.5714285714285714,1.5333333333333334
2011-04-23,26,0,0,3.0,2.0,1,2.5,,1.0,2.0,,1.0,2.0,,0.8571428571428571,1.8666666666666667,0.5714285714285714,1.5
2011-04-24,24,0,0,2.0,1.0,1,1.5,,3.0,2.0,,2.0,1.0,,0.8571428571428571,1.8,0.5714285714285714,1.3666666666666667
2011-04-25,19,0,0,1.0,1.0,1,1.0,,2.0,0.0,,1.0,0.0,,1.0,1.6666666666666667,0.7142857142857143,1.2333333333333334
2011-04-26,29,0,0,1.0,1.0,1,1.0,,1.0,0.0,,1.0,0.0,,1.1428571428571428,1.5333333333333334,0.8571428571428571,1.1333333333333333
2011-04-27,20,0,0,1.0,1.0,1,1.0,,1.0,0.0,,1.0,0.0,,1.2857142857142858,1.4666666666666666,1.0,1.1
2011-04-28,23,0,0,1.0,1.0,1,1.0,,1.0,0.0,,1.0,0.0,,1.4285714285714286,1.4,1.1428571428571428,1.0666666666666667
2011-04-29,22,0,0,2.0,1.0,1,1.5,,1.0,1.0,,1.0,1.0,,1.5714285714285714,1.3333333333333333,1.1428571428571428,1.0
2011-04-30,21,0,0,3.0,3.0,1,3.0,,2.0,3.0,,1.0,2.0,,1.5714285714285714,1.3,1.2857142857142858,0.9666666666666667
2011-05-01,19,0,0,1.0,1.0,1,1.0,,3.0,2.0,,3.0,1.0,,1.4285714285714286,1.2,1.2857142857142858,0.9333333333333333
2011-05-02,21,0,0,1.0,0.0,1,0.5,,1.0,1.0,,1.0,1.0,,1.4285714285714286,1.0666666666666667,1.1428571428571428,0.8
2011-05-03,15,0,0,2.0,1.0,1,1.5,,1.0,1.0,,0.0,1.0,,1.5714285714285714,1.0333333333333334,1.1428571428571428,0.7333333333333333
2011-05-04,18,0,0,1.0,0.0,1,0.5,,2.0,1.0,,1.0,1.0,,1.5714285714285714,1.0,1.0,0.7
2011-05-05,15,0,0,1.0,0.0,1,0.5,,1.0,1.0,,0.0,1.0,,1.5714285714285714,1.0,0.8571428571428571,0.6666666666666666
2011-05-06,18,0,0,0.0,0.0,1,0.0,,1.0,2.0,,0.0,1.0,,1.2857142857142858,1.0,0.7142857142857143,0.6666666666666666
2011-05-07,14,0,0,1.0,0.0,1,0.5,,0.0,3.0,,0.0,3.0,,1.0,1.0333333333333334,0.2857142857142857,0.6666666666666666
2011-05-08,6,0,0,0.0,0.0,1,0.0,,1.0,1.0,,0.0,1.0,,0.8571428571428571,1.0333333333333334,0.14285714285714285,0.6666666666666666
2011-05-09,11,0,0,0.0,0.0,1,0.0,,0.0,1.0,,0.0,0.0,,0.7142857142857143,0.9333333333333333,0.14285714285714285,0.6
2011-05-10,7,0,0,0.0,0.0,1,0.0,,0.0,2.0,,0.0,1.0,,0.42857142857142855,0.8666666666666667,0.0,0.5666666666666667
2011-05-11,6,0,0,0.0,0.0,1,0.0,,0.0,1.0,,0.0,0.0,,0.2857142857142857,0.8666666666666667,0.0,0.5666666666666667
2011-05-12,11,0,0,0.0,0.0,1,0.0,,0.0,1.0,,0.0,0.0,,0.14285714285714285,0.8666666666666667,0.0,0.5666666666666667
2011-05-13,5,0,0,0.0,0.0,1,0.0,,0.0,0.0,,0.0,0.0,,0.14285714285714285,0.8666666666666667,0.0,0.5666666666666667
2011-05-14,21,0,0,1.0,1.0,1,1.0,,0.0,1.0,,0.0,0.0,,0.14285714285714285,0.9,0.14285714285714285,0.6
2011-05-15,20,0,0,1.0,0.0,1,0.5,,1.0,0.0,,1.0,0.0,,0.2857142857142857,0.9333333333333333,0.14285714285714285,0.6
2011-05-16,17,0,0,0.0,0.0,1,0.0,,1.0,0.0,,0.0,0.0,,0.2857142857142857,0.8666666666666667,0.14285714285714285,0.5333333333333333
2011-05-17,7,0,0,0.0,0.0,1,0.0,,0.0,0.0,,0.0,0.0,,0.2857142857142857,0.8,0.14285714285714285,0.5
2011-05-18,11,0,0,0.0,0.0,1,0.0,,0.0,0.0,,0.0,0.0,,0.2857142857142857,0.8,0.14285714285714285,0.5
2011-05-19,10,0,0,0.0,0.0,1,0.0,,0.0,0.0,,0.0,0.0,,0.2857142857142857,0.8,0.14285714285714285,0.5
2011-05-20,16,0,0,1.0,0.0,1,0.5,,0.0,0.0,,0.0,0.0,,0.42857142857142855,0.8333333333333334,0.14285714285714285,0.5
2011-05-21,22,0,0,1.0,1.0,1,1.0,,1.0,1.0,,0.0,1.0,,0.42857142857142855,0.8666666666666667,0.14285714285714285,0.5333333333333333
2011-05-22,21,0,0,1.0,1.0,1,1.0,,1.0,1.0,,1.0,0.0,,0.42857142857142855,0.8666666666666667,0.2857142857142857,0.5333333333333333
2011-05-23,13,0,0,0.0,0.0,1,0.0,,1.0,0.0,,1.0,0.0,,0.42857142857142855,0.7666666666666667,0.2857142857142857,0.4666666666666667
2011-05-24,10,0,0,0.0,0.0,1,0.0,,0.0,0.0,,0.0,0.0,,0.42857142857142855,0.7,0.2857142857142857,0.43333333333333335
2011-05-25,14,0,0,0.0,0.0,1,0.0,,0.0,0.0,,0.0,0.0,,0.42857142857142855,0.6666666666666666,0.2857142857142857,0.4
2011-05-26,18,0,0,0.0,0.0,1,0.0,,0.0,0.0,,0.0,0.0,,0.42857142857142855,0.6333333333333333,0.2857142857142857,0.36666666666666664
2011-05-27,17,0,0,1.0,1.0,1,1.0,,0.0,1.0,,0.0,0.0,,0.42857142857142855,0.6333333333333333,0.42857142857142855,0.36666666666666664
2011-05-28,31,0,0,2.0,1.0,1,1.5,,1.0,1.0,,1.0,1.0,,0.5714285714285714,0.6666666666666666,0.42857142857142855,0.36666666666666664
2011-05-29,24,0,0,1.0,1.0,1,1.0,,2.0,1.0,,1.0,1.0,,0.5714285714285714,0.6333333333333333,0.42857142857142855,0.36666666666666664
2011-05-30,24,0,0,1.0,0.0,1,0.5,,1.0,0.0,,1.0,0.0,,0.7142857142857143,0.5666666666666667,0.42857142857142855,0.26666666666666666
2011-05-31,25,0,0,1.0,0.0,1,0.5,,1.0,0.0,,0.0,0.0,,0.8571428571428571,0.5666666666666667,0.42857142857142855,0.23333333333333334
2011-06-01,14,0,0,1.0,0.0,1,0.5,,1.0,0.0,,0.0,0.0,,1.0,0.5666666666666667,0.42857142857142855,0.23333333333333334
2011-06-02,15,0,0,1.0,0.0,1,0.5,,1.0,0.0,,0.0,0.0,,1.1428571428571428,0.5333333333333333,0.42857142857142855,0.2
2011-06-03,13,0,0,1.0,0.0,1,0.5,,1.0,1.0,,0.0,1.0,,1.1428571428571428,0.5333333333333333,0.2857142857142857,0.2
2011-06-04,25,0,0,1.0,1.0,1,1.0,,1.0,2.0,,0.0,1.0,,1.0,0.5333333333333333,0.2857142857142857,0.23333333333333334
2011-06-05,23,0,0,1.0,0.0,1,0.5,,1.0,1.0,,1.0,1.0,,1.0,0.5666666666666667,0.14285714285714285,0.23333333333333334
2011-06-06,7,0,0,0.0,0.0,1,0.0,,1.0,1.0,,0.0,0.0,,0.8571428571428571,0.5333333333333333,0.14285714285714285,0.23333333333333334
2011-06-07,4,0,0,0.0,0.0,1,0.0,,0.0,1.0,,0.0,0.0,,0.7142857142857143,0.5333333333333333,0.14285714285714285,0.23333333333333334
2011-06-08,13,0,0,0.0,0.0,1,0.0,,0.0,1.0,,0.0,0.0,,0.5714285714285714,0.5333333333333333,0.14285714285714285,0.23333333333333334
2011-06-09,14,0,0,0.0,0.0,1,0.0,,0.0,1.0,,0.0,0.0,,0.42857142857142855,0.5333333333333333,0.14285714285714285,0.23333333333333334
2011-06-10,18,0,0,0.0,0.0,1,0.0,,0.0,1.0,,0.0,0.0,,0.2857142857142857,0.5333333333333333,0.14285714285714285,0.23333333333333334
2011-06-11,20,0,0,1.0,1.0,1,1.0,,0.0,1.0,,0.0,1.0,,0.2857142857142857,0.5666666666666667,0.14285714285714285,0.26666666666666666
2011-06-12,11,0,0,1.0,0.0,1,0.5,,1.0,1.0,,1.0,0.0,,0.2857142857142857,0.6,0.14285714285714285,0.26666666666666666
2011-06-13,8,0,0,0.0,0.0,1,0.0,,1.0,0.0,,0.0,0.0,,0.2857142857142857,0.5666666666666667,0.14285714285714285,0.23333333333333334
2011-06-14,9,0,0,0.0,0.0,1,0.0,,0.0,0.0,,0.0,0.0,,0.2857142857142857,0.5333333333333333,0.14285714285714285,0.23333333333333334
2011-06-15,11,0,0,0.0,0.0,1,0.0,,0.0,0.0,,0.0,0.0,,0.2857142857142857,0.5333333333333333,0.14285714285714285,0.23333333333333334
2011-06-16,15,0,0,0.0,0.0,1,0.0,,0.0,0.0,,0.0,0.0,,0.2857142857142857,0.5333333333333333,0.14285714285714285,0.23333333333333334
2011-06-17,13,0,0,0.0,0.0,1,0.0,,0.0,0.0,,0.0,0.0,,0.2857142857142857,0.5333333333333333,0.14285714285714285,0.23333333333333334
2011-06-18,20,0,0,1.0,1.0,1,1.0,,0.0,1.0,,0.0,1.0,,0.2857142857142857,0.5666666666666667,0.14285714285714285,0.26666666666666666
2011-06-19,16,0,0,1.0,1.0,1,1.0,,1.0,1.0,,1.0,0.0,,0.2857142857142857,0.5666666666666667,0.2857142857142857,0.3
2011-06-20,18,0,0,0.0,0.0,1,0.0,,1.0,0.0,,1.0,0.0,,0.2857142857142857,0.5333333333333333,0.2857142857142857,0.26666666666666666
2011-06-21,11,0,0,0.0,0.0,1,0.0,,0.0,0.0,,0.0,0.0,,0.2857142857142857,0.5,0.2857142857142857,0.23333333333333334
2011-06-22,7,0,0,0.0,0.0,1,0.0,,0.0,0.0,,0.0,0.0,,0.2857142857142857,0.5,0.2857142857142857,0.23333333333333334
2011-06-23,12,0,0,0.0,0.0,1,0.0,,0.0,0.0,,0.0,0.0,,0.2857142857142857,0.5,0.2857142857142857,0.23333333333333334
2011-06-24,20,0,0,1.0,0.0,1,0.5,,0.0,0.0,,0.0,0.0,,0.42857142857142855,0.5333333333333333,0.2857142857142857,0.23333333333333334
2011-06-25,23,0,0,2.0,1.0,1,1.5,,1.0,1.0,,0.0,1.0,,0.5714285714285714,0.6,0.2857142857142857,0.26666666666666666
2011-06-26,23,0,0,2.0,1.0,1,1.5,,2.0,1.0,,1.0,1.0,,0.7142857142857143,0.6333333333333333,0.2857142857142857,0.26666666666666666
2011-06-27,18,0,0,1.0,0.0,1,0.5,,2.0,0.0,,1.0,0.0,,0.8571428571428571,0.6,0.2857142857142857,0.23333333333333334
2011-06-28,21,0,0,0.0,0.0,1,0.0,,1.0,0.0,,0.0,0.0,,0.8571428571428571,0.5666666666666667,0.2857142857142857,0.2
2011-06-29,25,0,0,1.0,0.0,1,0.5,,0.0,0.0,,0.0,0.0,,1.0,0.5666666666666667,0.2857142857142857,0.2
2011-06-30,24,0,0,1.0,2.0,1,1.5,,1.0,0.0,,0.0,0.0,,1.1428571428571428,0.5666666666666667,0.5714285714285714,0.26666666666666666
2011-07-01,16,0,0,,,1,,,1.0,1.0,,2.0,0.0,,,,,
2011-07-02,25,0,0,2.0,1.0,1,1.5,,,2.0,,,1.0,,,,,
2011-07-03,17,0,0,1.0,1.0,1,1.0,,2.0,2.0,,1.0,1.0,,,,,
2011-07-04,11,0,0,0.0,0.0,1,0.0,,1.0,1.0,,1.0,0.0,,,,,
2011-07-05,8,0,0,0.0,0.0,1,0.0,,0.0,0.0,,0.0,0.0,,,,,
2011-07-06,11,0,0,0.0,0.0,1,0.0,,0.0,1.0,,0.0,0.0,,,,,
2011-07-07,10,0,0,0.0,0.0,1,0.0,,0.0,1.0,,0.0,2.0,,,,,
2011-07-08,16,0,0,0.0,0.0,1,0.0,,0.0,,,0.0,,,0.42857142857142855,,0.2857142857142857,
